relative_path,size_bytes,size_mib,sha256,media_kind,priority,drive_action,duplicate_of
assets/v11_real/mixkit/mixkit_3257_1080.mp4,31181845,29.74,1577a5c2bd1545eb1bf98eaaf2dd051a06b213726ef7a0f6d3d6c005655313d2,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_41165_1080.mp4,68244370,65.08,759dc89c5d8712630866f46b244c2ce49e47dfa413f3404f5a9da08053737841,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_41180_1080.mp4,42796667,40.81,97974ff950a67cfad2aaedf7036ff3642138ffbcde957001e2f47e9d3b9e9e72,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_4169_1080.mp4,62619362,59.72,de40a851dd102104ab2eae9194877659fd90075ae606ded4bbd52abdcfc37008,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_42648_1080.mp4,21888498,20.87,3ce71439cb87d7b1432eb0171cfbb81664d927e75fc5515adbbcb1d610448766,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_42656_1080.mp4,29467886,28.10,542055c001db9645e5c04fce8c818adf80e426b3da3822c9f6d23358161607ea,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_42664_1080.mp4,30483423,29.07,99a3a23ecf2f0f0555aab1f8956000f080907baa953b44723d5781bc5a53cabc,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_42666_1080.mp4,32581646,31.07,bbe52d8c73d945e3fbb384c452eae682ec3c40461a944ea60df4951116f78374,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_4401_1080.mp4,74588084,71.13,b2afbc1c08ad7c93df5559b95072dbcd88d7ac0e20c93d9284244afc96392352,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_4547_1080.mp4,80665013,76.93,67455cada6591e3b92a9db73fdfdc73c943d6f841a077c82b4bee4f40205b028,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_4648_1080.mp4,54681404,52.15,490ba97c43fb6fd2b2c6614b666878090d3ce6ada4e894946240b0424318e32d,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_4809_1080.mp4,83178992,79.33,dfaf13141e7b9d04e606d0c422036327bc3350fbb02f25e8cd39648a874e7d56,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_4872_1080.mp4,52285932,49.86,c6910d4d8b8abe9bca19d8a6db7a9af38ca6b1a02ff8d59243de7ca1e8c12ab7,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_4907_1080.mp4,47358457,45.16,0a85e6ab65a92a88a1118bcbd16fefa1cdb9bdc600921055d9cae2c4260d0423,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_4916_1080.mp4,47039604,44.86,61df399eb7abaa2166011ac4ed37e2567dda2c5d2c25c7a81ae1769f0d0231d3,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_50598_1080.mp4,56369446,53.76,54f46bba3fcb2aed7aadd1eafb24534f2a12ea95e8b272e6c6f9e03351e71d78,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_50600_1080.mp4,40955341,39.06,6b25fbde48102bc141817e8b51cd5a1280fd4aeefc04d3995324cd2ca3003466,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_785_1080.mp4,30082500,28.69,756df4891cfe4bb363018484ee8ea1f05c61cf0a4d9c035e9487823f2c3ac3de,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_8739_1080.mp4,46502910,44.35,a7cb0750ca9ce4e67228f8e9c3a7bd198544d3f4636e07db0b060156e4fc70ff,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_914_1080.mp4,61764156,58.90,c85a6b27feb04779b9c20a67ac70447689f9b9abf3da9dbbc55a7ba6cf0847f3,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_918_1080.mp4,34068481,32.49,c8f1f2c1b44dd341049cb21ec849cbbf8f9b5a8243c17180e82b2c98303cfd0c,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_real/mixkit/mixkit_921_1080.mp4,27394905,26.13,bc338af48dd020e8fbd7e32afcd57a98a40f84bc42a243bd7c3ad246ce91ab18,video,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S016_source_card.png,363697,0.35,a5519ce39a7d0abc37fc2ad26d3c27a3ea491d60b9f1eefa307e9a43cd32d155,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S025_source_card.png,757355,0.72,571dc3c531b8587d140fad701a7ef17a32b8131777cd1a1404281dbe86358d65,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S036_source_card.png,191603,0.18,1e742a17cf25819b44486490552f274b9c8c2eee919e8e2c59d45a263fb8ff76,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S042_source_card.png,184456,0.18,8a901fad2e303f7a51aa7b3b539ec88945fa456b64571606d3456996845b96fb,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S048_source_card.png,653164,0.62,df9ddf0538ae65576f1950ca0e5cb540302bbb22ef07e942c4c6af2e8371166e,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S056_source_card.png,587932,0.56,7166595654da3e06249853e61981ca086ca09e18001703df967cf1dcca508f0c,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S064_source_card.png,548925,0.52,33c6990c170451936b008d686b8a14a5ca09c29986ee1befe57caf497e1a1d68,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S070_source_card.png,371097,0.35,29cb8a24050092b2c87084cbcbd1f1f892998f9b0f830fc862eac2400f51d72a,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_source_cards_r6/S076_source_card.png,228519,0.22,dd02e188ed803735901d77d8e98cebb490ba0105371a6601b2ff8c324fc5a92b,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_sources/andrew_feenberg_card.png,1514945,1.44,44fab55d631108ae1cdf4609df8f8a64b354b0643c1c2a34e75d642f666b1f27,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
assets/v11_sources/andrew_feenberg_wikimedia.jpg,1423892,1.36,07841f3ec8367826e558db8f4fd2d84566f3498a6784047ad0c5dd185d1fe47d,image,P2 — REBUILD INPUT,Upload các asset được storyboard tham chiếu,
audio/mix/FULL_MIX_V10_CONTENT_48K.wav,277939302,265.06,917fc44910edd0c0a8b9c38543fe0d1d32bce11d4b724041368267f78b1c9604,audio,P2 — REBUILD INPUT,Upload nếu cần tái dựng hoặc rollback,
audio/music/SCORE_SUNO_V8_48K.wav,280099468,267.12,2a79f53a8ef08135cdb542246a61640d5a524645c50c36775aca6fd207587dbe,audio,P2 — REBUILD INPUT,Upload nếu cần tái dựng hoặc rollback,
audio/sfx/SFX_AMBIENCE_V10_48K.wav,277939302,265.06,afc486ac91132d813c3bc0311a9d1568e7b3da4b8dfbe7650678485fc83f1ed8,audio,P2 — REBUILD INPUT,Upload nếu cần tái dựng hoặc rollback,
audio/vo/vale_unified_v9/VO_VALE_UNIFIED_V9_WITH_BREATHS_48K.wav,277934820,265.06,e25474d83319a203cb9b308e02973b6cad7ed5f7568161322176c99ea035bdb5,audio,P2 — REBUILD INPUT,Upload nếu cần tái dựng hoặc rollback,
Feenberg-NhacNen.mp3,7056815,6.73,a02b2b1381a300112e207c31188eb6502c19029bfbdfe3feefacd00e49aa5ea9,audio,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
oh-yeah.mp3,2972395,2.83,bc74cf6b30a0baecbb44542dfa53cab2c45f7e36ef9b702db33a9202b4f737c5,audio,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/credit_r4_select/final/members.jpg,130159,0.12,78b77b0674d0a7d27dd89fb24f10fe78c7fdbbf84b6b063c2f9aa860f94ffc75,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/credit_r4_select/final/thanks.jpg,147091,0.14,2ffb03bd6dc78033596a837f9c5127a2c19e7bc31bb093fc7f5f1f2defa4eeef,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/credit_r4_select/final/title.jpg,178993,0.17,f9e967739d5664507cba35177e1e1f4f85af574b39ab9f150fcd0d31c86ba562,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_contact_sheet.jpg,636322,0.61,1fed836605085a584c519e76e4ed2cf159ffbb44ba9cae7afdd67b46fa914809,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_1000_0.jpg,494176,0.47,41311e1d6ed589b80dd1b7db1dd3f4325c4c9fabb7ba869630a0481db535a645,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_1010_0.jpg,275331,0.26,1299d33880afddaa84e7efebba5b54f6a2aae81bed6983a01f820fa5ca9989ea,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_1017_8.jpg,398697,0.38,403bbf8d94c605328f24cbdb4bd2e121b8102ec3579694af01c9b90dbac346be,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_963_0.jpg,220267,0.21,04b56ac3d82f74a948a532d38ac82688d67d2e1a58b1d32fe3b3c4a4774f7ffa,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_963_8.jpg,221726,0.21,511eab2114c92bdf95ae5cd989c59ee09f5c69e1ae2e0551986c7ead26e68aa5,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_964_0.jpg,214024,0.20,03c2e15ccad794cff4c871214f64a232946fdf398835a8cc5900e1ff9d38d599,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_964_266667.jpg,197901,0.19,23ac5a09331d351eaa4055bca70f05fcbf6e3952d087d30603df78c2bf0480c0,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_964_533333.jpg,296693,0.28,b91644323e970938b6686d42d9da9418ab57835fb420221c7ef847db759470fc,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_965_0.jpg,409637,0.39,6493be722cf10005ecd1be9912da3ab53c38a7cb268c5dd317971e25071b29b7,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_965_5.jpg,483245,0.46,faaa6b0dcbddfdf0fb6915fe812ff3bfbaefdb4e95a885b184b649d319ceef3d,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_966_0.jpg,516454,0.49,55b34995f596c7d726b9bd8aea0d579e713a2b62c58b5a353a88a5f2496e5bba,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_968_0.jpg,581727,0.55,bf825ea4b2c400ed778df2a7e01f5c77107189a60141d6ae3f398caad8ef6180,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_972_0.jpg,577208,0.55,7b8e6a783b17ea48d07b4530f3b263a40bd21861725ec5a9f0be59357e1352b5,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_980_0.jpg,341051,0.33,da0915eff7d623606889558f40b31458e01d12a6a590ef6d807e9fff496cfe9e,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/bridge_frames/frame_990_0.jpg,373282,0.36,2d2e7209f573a526406d7a2b2d25bbbe9313a439e4bb2b3347cecf0ef49e421f,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/final_contact_sheet.jpg,680066,0.65,7becc8af57c57000f6b5e614a83bbe43cdcd33f0a3a8d98cdd65b7a23c91eba9,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_contact_sheet.jpg,260372,0.25,7ab9ea837962070a0f23f35c6b36106fda14d4d7fb7c07750a1e863c33aa7d10,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_118_65.jpg,216075,0.21,55affd2bf79e5006f26ec70074f64934dc79de0bab15ae490d09b7b3275a42d3,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_123_666.jpg,218131,0.21,714eb1fcd5966028c9c2e0fb3a0464beb8cb1a5576a996eefe4a6864a731ee89,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_128_683.jpg,216413,0.21,5d0ee2962c31f7388ae83cebef789562d82c1b44c501afabc33ca7c8bc094ff7,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_612_283.jpg,219802,0.21,677e348bb17dad120c73aec525162724409f057818a51b434b450cdae5cdc6d6,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_616_867.jpg,214528,0.20,70964059adbc0bbeac99e2a0c162e3f6b16bf3569cab6f98a81ace66023dbb5d,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_621_45.jpg,216353,0.21,6ecd8aaa01e0f7efcae7972d665b375be034f5834db4043e1c7771c360a8ad9f,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_671_617.jpg,160670,0.15,0eb6a7a04e18b80a57a64c6b709173c921149d386a0407aa07cec71ce812a70b,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_674_717.jpg,159386,0.15,bec448b50c8ba0bd4254683ff3d8c2ef96bf6e94162f7de6b180bd38e534b659,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/delivery_r6/source_card_final_frames/frame_677_817.jpg,136537,0.13,283874ca8d9d90db20fa73292090e5f6135d060336a740e3e6cbfa69f95722b9,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r5_current/matrix_header.jpg,68269,0.07,9811b462388550191a069aade6452cd0fedb06b2de6faaee5ef026573a3f9e4e,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r5_current/parameter_trace_header.jpg,72901,0.07,5e8a2459b66e8929a3f87ff6cd699346aa8bdfb7c6304f4d98ff92ae44f6bd35,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r5_current/technical_code_header.jpg,72321,0.07,fa6d3fa57b319bc803de907739ed05cef3f9c11946821fd7f27296eba1d2f127,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S016_end_128.683.png,413365,0.39,d89927f1856cc965f80d28f39db50f02d56da39449950b98120ac774d4f258d4,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S016_mid_123.666.png,412572,0.39,445f80cf5eab184b80b16d75109b9e5c1682d30cd0348554ec1019203b49f51e,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S016_start_118.650.png,539123,0.51,3d9764ebae34cb8837122c143618f1bb315470b439b5ce6e4085f006db334f9d,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S025_end_195.417.png,757638,0.72,67f0c72e17d6e5a8c3442b02348f1fdbb64484d11f86c8b8de1ddc5b4e6ecdd7,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S025_mid_192.633.png,759029,0.72,7b8d861327153ec2f0d42b7a8ef71ca8524ffd8cee493b8f6cedcb2646d0a2a2,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S025_start_189.850.png,966146,0.92,629e56231d4cf52537f05c30787edbabbb826e53ab4f550a7cdcc557a75f7f54,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S036_end_278.983.png,547526,0.52,617423033249fc6ebd7cf7f51550bf6a0927df6a6b84fa8e4b20b2884448ac58,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S036_mid_278.216.png,546917,0.52,5fcb2d85859e84322c749061a101c96b15b45aea84d646ec59bdef562c59232f,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S036_start_277.450.png,758660,0.72,693465ab4ef27be911ee38aefd13575ee1d91e574eb0b37a753054b9670b0a80,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S042_end_353.783.png,477841,0.46,49178d7f0e012fcf0cc3184f6ce754f499cfee991b0b13749b23e4d44481d21a,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S042_mid_349.533.png,477947,0.46,5e7d550f92f2140eeed49cf08d055db8080e61a7f92363640e516238fb283492,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S042_start_345.283.png,694825,0.66,c18fd4c7f26adf1abe955c9053285e2c1811cc6035b33ae372f5ddf57c53a6ab,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S048_end_401.683.png,730946,0.70,b6cdfd8b3ae9df93511fd15997bdb11854219038250ea63857320c68e59e0c9d,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S048_mid_397.283.png,731170,0.70,1286ba77c9f95c56dd4bfb97b2979e157dd7dae4a2097c8405986fa1e8625117,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S048_start_392.883.png,1025631,0.98,319167f2af11fcb710c34b6b0b7b451c27282e950f7b5dacda584041f2b1c01b,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S056_end_488.683.png,627534,0.60,91dd2c441b11acadecf0732050f800c0584555734acf2254cbf5432ceaa15b79,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S056_mid_485.116.png,627557,0.60,d23456a20ba4d2aac3baa8b53f1e4e3d94b423df0bdbb78318e9341a1b976ce4,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S056_start_481.550.png,832265,0.79,612860077d21b9e9123511dfae6b76bb4c69edc9f3946b7bd838a0b0d3f85938,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S064_end_572.650.png,705145,0.67,4e3e7e53a3d9b3225761e1618ec75bb396063ee03ccc6c596cb380480b4e3c27,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S064_mid_571.350.png,840227,0.80,062510b730fc34d93e7f0ed8ff63ad69ffd0af7a354727cc7c04b994b05c9f8c,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S064_start_570.050.png,836047,0.80,3e3b570634c15c25198420d4f3fc256d3bdd0eee9bf15d3154b36acf26410307,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S070_end_621.450.png,429348,0.41,418439491df5d02baedcd47e2ccf44a52c80e64597f1438057c3bd4b88997eaf,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S070_mid_616.867.png,429446,0.41,7c27b12476e87d681f964ea876d1168531b6354b428e02216cde5504b44f63a2,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S070_start_612.283.png,579628,0.55,80250e3835bb37a862817a6d89d19412087e6f253fa051c2a7076ca3e6d90b11,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S076_end_671.117.png,280987,0.27,7e98087c07777967b91f3217e1a10caaf63d4fb1f804847b876fe18a37d50b67,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S076_mid_668.917.png,291289,0.28,cd5e86e68014734ace3803d5806993b5a772eb54767711469c1b4ae766e69a98,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S076_start_666.717.png,340759,0.32,1e642d5e7a040fe371578e1d2f81cbb1d86e4a1c369baf85988c216e3f22e41e,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S077_CARD_end_677.817.png,278302,0.27,4d7f4268469ac8ae413e5d94bd685df4020e53685c2c1abc7be7ed3a30d2aac7,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S077_CARD_mid_674.717.png,276784,0.26,28dd449bc873c7268383ee27c74344edd99d4737d1ab3a47dc42d9478df7b584,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/frames/S077_CARD_start_671.617.png,297922,0.28,f23b2052a6aaae85c52a44a46bd4ed6812681a043b44300e6e66846ffb3fc55b,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/source_card_motion_10x3.jpg,2260088,2.16,2fe50f1568d32cef2348fa2268a7df4e85ddbf56f989725fef365fe902138c55,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/r6_typography/source_card_titles_footers_10.jpg,700905,0.67,ed893d0dd5c336f6493d0a959aaf2a08b5be21a16639ec7becaeb0ab8e4b1d77,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
qa/v11/source_cards_r6/contact_sheet_titles.png,639808,0.61,0810ba23ba9fa7616faadaeae6862273a95362694678261c5a0dc5ab44dcd865,image,P3 — OPTIONAL ARCHIVE,Không bắt buộc cho lần dựng hiện hành,
renders/v11_final_r5/PICTURE_MASTER_V11_R5_1080P.mp4,507061496,483.57,e6398399b4964ec5867683d5addc759b2e82e2a70e705d299d8f3bad369e9a43,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_final_r6/PICTURE_MASTER_V11_R6_1080P.mp4,535072004,510.28,7133f415e8d682a35aa8c37695773230b8f0a46df055d3a332f53b9a4bf167c1,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_final_r6/subtitles/SUBTITLE_ALPHA_V11_R6_CONTENT_1080P.mov,296585205,282.85,c3566a46d194ce64beb82825a223abbd5d16b54b70a907b4b9d8ac6f878700b9,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_patch_r6/scenes/S001.mp4,1543547,1.47,9defd4978bf4a270d7d6d095ad170c05924078a030c3e4234ea64c5edfd25719,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_patch_r6/scenes/S002.mp4,3408356,3.25,5def5c29477bad1163f63655ef237f24f916bcaa1080ad6c57858a794faf4a8e,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_patch_r6/scenes/S003.mp4,406270,0.39,f78e3d1487e4006cf180646e6dffe954809b7b5bd5f9a060b9c71e07b79cb2dc,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_patch_r6/scenes/S004.mp4,7083829,6.76,a714f3fd8825a4087279e144e6c56a9ff656e761bcba301fb5ad76a0dffb25df,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_patch_r6/scenes/S005.mp4,23947259,22.84,2313abe22ec6dbaaa9c8a8bc1b1bdb5c44048ca7704195cdb02f269e9f07bacf,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_patch_r6/scenes/S006.mp4,3555796,3.39,aad72f6f30aca801c15bd71310d3855391ce4a2233b567d4ece82b0e9894ed7a,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_patch_r6/scenes/S007.mp4,207785,0.20,e4699f42c867f9d2c4430fc64a207521fd4cce57c9540ed701f59a33093517e6,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
renders/v11_patch_r6/scenes/S008.mp4,4168805,3.98,095151f22de36e31c5340eebb7a54a41c5d141b863eb1e9cde5481d48f165f0e,video,P3 — OPTIONAL PATCH MASTER,Hữu ích khi vá picture/subtitle; không bắt buộc để nộp,
